reunion	noun	high-intermediate	
reunite	verb	intermediate	
reveal	verb	intermediate	
revealing	adj.	high-intermediate	
revelation	noun	high-intermediate	
revenge	noun/verb	intermediate	
revenue	noun	high-intermediate	
reverse	verb/noun/adj.	high-intermediate	
review	noun/verb	elementary	
revise	verb	elementary	
revision	noun	intermediate	
revival	noun	high-intermediate	
revive	verb	high-intermediate	
revolt	noun/verb	high-intermediate	
revolution	noun	intermediate	
revolutionary	adj.	intermediate	
revolve	verb	high-intermediate	
reward	noun/verb	intermediate	
rewrite	verb/noun	intermediate	
rhetoric	noun	high-intermediate	
rhetorical	adj.	high-intermediate	
rhinoceros	noun	high-intermediate	= rhino
rhyme	verb/noun	intermediate	
rhythm	noun	intermediate	
rhythmic	adj.	high-intermediate	
rib	noun/verb	high-intermediate	
ribbon	noun	intermediate	
rice	noun	elementary	
rich	adj./noun	elementary	
riches	noun	intermediate	財富
rid	verb/adj.	intermediate	
riddle	noun/verb	intermediate	
ride	verb/noun	elementary	
rider	noun	intermediate	
ridge	noun/verb	high-intermediate	
ridicule	noun/verb	high-intermediate	
ridiculous	adj.	intermediate	
rifle	noun/verb	intermediate	
rig	verb/noun	high-intermediate	
right 	adj./adv.	elementary	正確的,適宜的;準確地,完全地 
right 	adj./adv./noun	elementary	右邊（的）
right 	noun	elementary	權利
right-hand	adj.	high-intermediate	
right-wing	adj./noun	high-intermediate	= right wing
rigid	adj.	high-intermediate	
rigor	noun	high-intermediate	= rigour
rigorous	adj.	high-intermediate	
rim	noun	high-intermediate	
ring 	verb	elementary	打電話,按鈴
ring 	noun	elementary	鈴響,鈴聲;戒指
riot	noun/verb	high-intermediate	
riotous	adj.	high-intermediate	
rip	verb/noun	high-intermediate	
ripe	adj.	intermediate	
ripple	noun/verb	high-intermediate	
rise	verb/noun	elementary	
risk	noun/verb	intermediate	
risky	adj.	high-intermediate	
rite	noun	high-intermediate	
ritual	noun/adj.	high-intermediate	
rival	noun/adj./verb	intermediate	
rivalry	noun	high-intermediate	
river	noun	elementary	
roach	noun	high-intermediate	蟑螂= cockroach
road	noun	elementary	
roam	verb/noun	high-intermediate	
roar	verb/noun	intermediate	
roast	verb/adj./noun	intermediate	
rob	verb	elementary	
robber	noun	intermediate	
robbery	noun	intermediate	
robe	noun	intermediate	
robin	noun	high-intermediate	
robot	noun	elementary	
robust	adj.	high-intermediate	
rock 	noun	elementary	岩石
rock 	verb	elementary	搖動,震動
rocket	noun/verb	intermediate	
rocky	adj.	high-intermediate	
rod	noun	intermediate	
role	noun	elementary	
roll	verb/noun	elementary	
roller	noun	high-intermediate	
romance	noun/verb/adj.	intermediate	
romantic	adj./noun	intermediate	
roof	noun	elementary	
room	noun	elementary	
rooster	noun	intermediate	= cock (British English)
root	noun/verb/adj.	elementary	
rope	noun	elementary	
rose	noun	elementary	
rot	verb/noun	intermediate	
rotary	adj.	high-intermediate	= rotatory
rotate	verb	high-intermediate	
rotation	noun	high-intermediate	
rotten	adj.	intermediate	
rouge	noun/verb	high-intermediate	
rough	adj./adv./verb	intermediate	
roughly	adv.	high-intermediate	
round	adv./prep./noun/adj.	elementary	
rouse	verb	high-intermediate	
route	noun/verb	intermediate	
routine	noun/adj.	intermediate	
row	noun/verb	high-intermediate	爭吵(P)
row 	noun	elementary	排,行,列
row 	verb	elementary	划船
royal	adj.	elementary	
royalty	noun	high-intermediate	
rub	verb	elementary	摩擦,揉
rubber	adj./noun	elementary	
rubbish	noun/adj./verb	intermediate	(used mainly in British English)
ruby	noun	high-intermediate	
rude	adj.	elementary	
rug	noun	intermediate	
rugby	noun	high-intermediate	
rugged	adj.	high-intermediate	
ruin	noun/verb	elementary	
rule	noun/verb	elementary	
ruler	noun	elementary	
ruling	adj./noun	high-intermediate	
rumble	verb/noun	high-intermediate	
rumour	noun	intermediate	= rumor (American English)
run	verb/noun	elementary	
runner	noun	intermediate	
runner-up	noun	high-intermediate	
running	noun/adj.	intermediate	
run-up	noun	high-intermediate	
rupture	noun/verb	high-intermediate	
rural	adj.	intermediate	
rush	verb/noun	elementary	
Russia	noun	elementary	
Russian	adj./noun	elementary	
rust	noun/verb	intermediate	
rustle	verb/noun	high-intermediate	
rusty	adj.	intermediate	
ruthless	adj.	high-intermediate	
sack	verb/noun	intermediate	
sacred	adj.	high-intermediate	
sacrifice	verb/noun	intermediate	
sad	adj.	elementary	
sadden	verb	intermediate	
saddle	noun/verb	high-intermediate	
safari	noun	high-intermediate	
safe 	adj.	elementary	安全的
safe 	noun	elementary	保險櫃
safeguard	verb/noun	high-intermediate	
safely 	adv.	intermediate	
safety	noun	elementary	
sail	verb/noun	elementary	
sailing	noun	intermediate	
sailor	noun	elementary	
saint	noun	high-intermediate	
sake	noun	intermediate	
salad	noun	elementary	
salary	noun	intermediate	
sale	noun	elementary	
salesman	noun	elementary	
salesperson	noun	intermediate	
salmon	noun	high-intermediate	
salon	noun	high-intermediate	
saloon	noun	high-intermediate	
salt	noun	elementary	
salty	adj.	intermediate	
salutation	noun	high-intermediate	
salute	verb/noun	high-intermediate	
salvage	verb/noun	high-intermediate	
salvation	noun	high-intermediate	
same	pron./adj.	elementary	
sample	noun/verb	elementary	
sanction	noun/verb	intermediate	
sanctuary	noun	high-intermediate	
sand	noun	elementary	
sandal	noun	high-intermediate	
sandwich	noun	elementary	
sandy	adj.	high-intermediate	
sane	adj.	high-intermediate	
sanitation	noun	high-intermediate	
satellite	noun/adj.	intermediate	
satisfaction	noun	intermediate	
satisfactory	adj.	intermediate	
satisfied	adj.	high-intermediate	
satisfy	verb	elementary	
satisfying	adj.	high-intermediate	
saturate	verb	high-intermediate	
Saturday	noun	elementary	= Sat.
sauce	noun	intermediate	
saucer	noun	elementary	
Saudi	adj./noun	high-intermediate	
sausage	noun	intermediate	
savage	adj./noun/verb	high-intermediate	
save	verb	elementary	
saving	noun	intermediate	
saw	noun/verb	intermediate	鋸（子）
say	verb	elementary	
saying	noun	intermediate	
scale	noun	elementary	
scan	verb/noun	intermediate	
scandal	noun	high-intermediate	
scar	noun/verb	high-intermediate	
scarce	adj.	intermediate	
scarcely	adv.	intermediate	
scare	verb/noun	intermediate	
scarecrow	noun	high-intermediate	
scared	adj.	elementary	
scarf	noun	elementary	
scary	adj.	intermediate	
scatter	verb/noun	intermediate	
scattered	adj.	high-intermediate	
scenario	noun	high-intermediate	
scene	noun	elementary	
scenery	noun	intermediate	
scenic	adj.	high-intermediate	
scent	noun/verb	high-intermediate	
schedule	noun/verb	intermediate	
scheme	noun/verb	intermediate	
scholar	noun	intermediate	
scholarship	noun	intermediate	
school	noun	elementary	
schoolboy	noun/adj.	intermediate	
schoolmate	noun	intermediate	
science	noun	elementary	
scientific	adj.	intermediate	
scientist	noun	elementary	
scissors	noun	intermediate	
scold	verb	intermediate	
scoop	verb/noun/adj.	intermediate	
scooter	noun	elementary	
scope	noun	high-intermediate	
score	verb/noun	elementary	
scorn	noun	high-intermediate	
scorn	verb	high-intermediate	
scout	noun	intermediate	
scramble	verb/noun	high-intermediate	
scrap	noun/verb	high-intermediate	
scrape	verb/noun	high-intermediate	
scratch	verb/noun	intermediate	
scream	verb/noun	intermediate	
screen	noun/verb	elementary	
screw	verb/noun/adj.	intermediate	
screwdriver	noun	high-intermediate	
script	noun/verb	high-intermediate	
scroll	noun/verb	high-intermediate	
scrub	verb/noun	intermediate	
scrutiny	noun	high-intermediate	
sculptor	noun	high-intermediate	
sculpture	verb	high-intermediate	= sculpt
sculpture	noun	intermediate	
sea	noun	elementary	
seafood	noun	intermediate	
seagull	noun	intermediate	= gull
seal	verb/noun	intermediate	
seam	noun	high-intermediate	
search	noun/verb	elementary	
seaside	noun	intermediate	
season	verb	intermediate	調味
season 	noun	elementary	季節
seasonable	adj.	high-intermediate	
seasonal	adj.	high-intermediate	
seasoned	adj.	high-intermediate	
seasoning	noun	high-intermediate	
seat	noun/verb	elementary	
second 	noun	elementary	秒
second 	adj./adv./noun	elementary	第二的 
secondary	adj.	intermediate	
second-hand	adj./adv.	intermediate	
secondly	adv.	high-intermediate	
secrecy	noun	high-intermediate	
secret	adj./noun	elementary	
secretary	noun	elementary	
secretary-general	noun	high-intermediate	
section	noun	elementary	
sector	noun	intermediate	
secure	verb/adj.	intermediate	
security	noun	intermediate	
seduce	verb	high-intermediate	
seduction	noun	high-intermediate	
seductive	adj.	high-intermediate	
see	verb	elementary	
seed	noun	elementary	
seek	verb	elementary	
seem	verb	elementary	
seeming	adj.	high-intermediate	
seemingly	adv.	high-intermediate	
seesaw	noun	elementary	蹺蹺板
segment	noun/verb	high-intermediate	
segregate	verb	high-intermediate	
segregated	adj.	high-intermediate	
segregation	noun	high-intermediate	
seize	verb	intermediate	
seldom	adv.	elementary	
select	verb	elementary	
selection	noun	intermediate	
selective	adj.	high-intermediate	
self	noun	intermediate	
self-esteem	noun	high-intermediate	
selfish	adj.	elementary	
sell	verb	elementary	
semester	noun	elementary	
semiconductor	noun	high-intermediate	
semi-final	noun	high-intermediate	
seminar	noun	high-intermediate	
senate	noun	high-intermediate	
senator	noun	high-intermediate	
send	verb	elementary	
senior	adj./noun	intermediate	
sensation	noun	high-intermediate	
sensational	adj.	high-intermediate	
sense	noun/verb	elementary	
sensible	adj.	intermediate	
sensitive	adj.	intermediate	
sensitivity	noun	high-intermediate	
sentence	noun	intermediate	句子
sentence	noun/verb	intermediate	審判
sentiment	noun	high-intermediate	
sentimental	adj.	high-intermediate	
separate	adj./verb	elementary	
separated	adj.	high-intermediate	
separately	adv.	high-intermediate	
separation	noun	intermediate	
separatism	noun	high-intermediate	
separatist	adj./noun	high-intermediate	
September	noun	elementary	= Sept.
sequence	noun	high-intermediate	
serene	adj.	high-intermediate	
serenity	noun	high-intermediate	
sergeant	noun	high-intermediate	
serial	noun/adj.	high-intermediate	
series	noun	intermediate	
serious	adj.	elementary	
seriously	adv.	high-intermediate	
sermon	noun	high-intermediate	
servant	noun	elementary	
serve	verb	elementary	
server	noun	high-intermediate	
service	noun	elementary	
serviceman	noun	high-intermediate	servicewoman (女性)
serving	noun	high-intermediate	
session	noun/adj.	intermediate	
set 	noun	elementary	套,組
set 	verb/adj.	elementary	放置,設立,確定的,既定的
setback	noun	high-intermediate	
setting	noun	high-intermediate	
settle	verb	intermediate	
settled	adj.	high-intermediate	
settlement	noun	intermediate	
settler	noun	intermediate	
set-up	noun	intermediate	
seven	number/pron./noun/adj.	elementary	
seventeen	number/pron./noun/adj.	elementary	
seventy	number/pron./noun/adj.	elementary	
several	adj./pron.	elementary	
severe	adj.	intermediate	
sew	verb	intermediate	
sewer	noun	high-intermediate	
sex	noun	intermediate	
sexual	adj.	intermediate	
sexuality	noun	high-intermediate	
sexy	adj.	intermediate	
shabby	adj.	high-intermediate	
shade	noun/verb	intermediate	
shadow	noun/verb/adj.	intermediate	
shady	adj.	intermediate	
shaft	noun/verb	high-intermediate	
shake	verb/noun	elementary	
shall	aux.	elementary	
shallow	adj.	intermediate	
shame	noun/verb	intermediate	
shameful	adj.	intermediate	
shampoo	noun/verb	intermediate	
shape	noun/verb	elementary	
shaped	adj.	high-intermediate	
share	noun/verb	elementary	
shareholder	noun	high-intermediate	
shark	noun	elementary	
sharp	adj.	elementary	
sharpen	verb	intermediate	
shatter	verb	high-intermediate	
shave	verb	intermediate	
shaver	noun	intermediate	
she	pron.	elementary	
shear	verb/noun	high-intermediate	
shed	noun/verb	high-intermediate	
sheep	noun	elementary	
sheer	adj./adv./verb	high-intermediate	
sheet	noun	elementary	
shelf	noun	elementary	
shell	noun	intermediate	
shelter	noun/verb	intermediate	
shepherd	noun/verb	intermediate	
sheriff	noun	high-intermediate	
sherry	noun	high-intermediate	
shield	noun/verb	high-intermediate	
shift	verb/noun	intermediate	
shilling	noun	high-intermediate	
shine	verb	elementary	
shining	adj.	high-intermediate	
shiny	adj.	intermediate	
ship	noun	elementary	船
ship	verb	elementary	以船託運
shipment	noun	high-intermediate	
shipping	noun	high-intermediate	
shirt	noun	elementary	
shiver	verb/noun	high-intermediate	
shock	noun/verb	elementary	
shocking	adj.	high-intermediate	
shoe	noun	elementary	
shoot	verb/noun	elementary	
shooting	noun	high-intermediate	
shop 	noun	elementary	= store 商店
shop 	verb	elementary	購買
shopkeeper	noun	intermediate	
shoplift	verb	high-intermediate	
shopping	noun	intermediate	
shore	noun	elementary	
short	adj.	elementary	
shortage	noun	intermediate	
shortcoming	noun	intermediate	
shortcut	noun	intermediate	
shorten	verb	intermediate	
shortly	adv.	intermediate	
shorts	noun	intermediate	
short-sighted	adj.	intermediate	
short-term	adj./noun	high-intermediate	
shot	noun	elementary	
should	aux.	elementary	
shoulder	noun	elementary	
shout	verb/noun	elementary	
shove	verb/noun	high-intermediate	
shovel	noun/verb	intermediate	
show	verb/noun	elementary	
shower	noun/verb	elementary	
shred	verb/noun	high-intermediate	
shrewd	adj.	high-intermediate	
shriek	verb/noun	high-intermediate	
shrimp	noun	elementary	
shrine	noun	high-intermediate	
shrink	verb/noun	intermediate	
shrub	noun	high-intermediate	
shrug	verb/noun	intermediate	
shudder	verb/noun	high-intermediate	
shuffle	verb/noun	high-intermediate	
shun	verb	high-intermediate	
shut	verb	elementary	
shutter	noun/verb	high-intermediate	
shuttle	noun/verb	intermediate	
shy	adj.	elementary	
sick	adj.	elementary	
sickness	noun	intermediate	
side	noun	elementary	
side-effect	noun	high-intermediate	
sidewalk	noun	elementary	= pavement (British English)
sideways	adv./adj.	high-intermediate	
siege	noun	high-intermediate	
sigh	verb/noun	intermediate	
sight	noun	elementary	
sightseeing	noun	intermediate	
sign 	verb	elementary	簽名,簽約
sign 	noun	elementary	徵兆,標示
signal	noun/verb/adj.	intermediate	
signature	noun	intermediate	
significance	noun	intermediate	
significant	adj.	intermediate	
signify	verb	high-intermediate	
silence	noun	elementary	
silent	adj.	elementary	
silicon	noun	high-intermediate	
silk	noun	intermediate	
silkworm	noun	high-intermediate	
silly	adj.	elementary	
silver	noun/adj.	elementary	
similar	adj.	elementary	
similarity	noun	intermediate	
simmer	verb/noun	high-intermediate	
simple	adj.	elementary	
simplicity	noun	high-intermediate	
simplify	verb	intermediate	
simply	adv.	elementary	
simulate	verb	high-intermediate	
simulation	noun	high-intermediate	
simultaneous	adj.	high-intermediate	
sin	noun/verb	intermediate	
since	conj./prep./adv.	elementary	
sincere	adj.	elementary	
sincerely	adv.	intermediate	
sincerity	noun	high-intermediate	
sing	verb	elementary	
Singapore	noun	elementary	
Singaporean	adj./noun	intermediate	
singer	noun	elementary	
singing	noun	intermediate	
single	adj./noun	elementary	
singular	adj.	intermediate	
sinister	adj.	high-intermediate	
sink 	noun	elementary	水槽,流理槽
sink 	verb	elementary	沉沒
sip	verb/noun	intermediate	
sir	noun	elementary	
sister	noun	elementary	
sit	verb	elementary	
sit-down	noun	high-intermediate	
sit-down	adj.	high-intermediate	
site	noun	intermediate	
sit-in	noun	high-intermediate	
situated	adj.	high-intermediate	
situation	noun	intermediate	
six	number/pron./noun/adj.	elementary	
sixteen	number/pron./noun/adj.	elementary	
sixty	number/pron./noun/adj.	elementary	
size	noun	elementary	
skate	noun/verb	elementary	
skating	noun	intermediate	
skeleton	noun/adj.	high-intermediate	
skeptical	adj.	high-intermediate	= sceptical (British English), skeptic, sceptic
sketch	noun/verb	intermediate	
ski	noun/verb	elementary	
skiing	noun	intermediate	
skill	noun	elementary	
skilled	adj.	high-intermediate	
skillful	adj.	elementary	= skilful (British English)
skim	verb/noun	intermediate	
skin	noun	elementary	
skinny	adj.	elementary	
skip	verb/noun	intermediate	
skipper	noun/verb	high-intermediate	
skirt	verb	high-intermediate	包圍，裝邊
skirt 	noun	elementary	裙子
skull	noun	high-intermediate	
sky	noun	elementary	
skyscraper	noun	intermediate	
slack	noun	high-intermediate	
slack	verb	high-intermediate	
slack	adj.	high-intermediate	
slam	verb/noun	high-intermediate	
slang	noun	intermediate	
slap	verb/noun	high-intermediate	
slap	adv.	high-intermediate	
slash	verb/noun	high-intermediate	
slate	noun/verb	high-intermediate	
slaughter	verb/noun	high-intermediate	
slave	noun/verb	intermediate	
slavery	noun	intermediate	
slay	verb	high-intermediate	
sled	noun/verb	high-intermediate	= sledge (British English)
sleep	verb/noun	elementary	
sleepy	adj.	elementary	
sleeve	noun	intermediate	
sleigh	noun/verb	high-intermediate	
slender	adj.	elementary	
slice	noun/verb	intermediate	
slick	noun	high-intermediate	
slick	verb/adj.	high-intermediate	
slide	verb/noun	elementary	
slight	adj./verb/noun	intermediate	
slightly	adv.	intermediate	
slim	adj.	elementary	
slip	verb/noun	elementary	
slippers	noun	elementary	
slippery	adj.	intermediate	
slit	verb/noun	high-intermediate	
slogan	noun	intermediate	
slope	noun/verb	intermediate	
sloppy	adj.	high-intermediate	
slot	noun/verb	high-intermediate	
slow	adj./verb/adv.	elementary	
slum	noun/verb	high-intermediate	
slump	noun	high-intermediate	
slump	verb	high-intermediate	
sly	adj.	high-intermediate	
smack	verb/noun/adv.	high-intermediate	
small	adj.	elementary	
smallpox	noun	high-intermediate	
smart	adj.	elementary	
smash	verb/noun	high-intermediate	
smell	noun/verb	elementary	
smile	verb/noun	elementary	
smog	noun	intermediate	
smoke	noun/verb	elementary	
smoking	noun/adj.	intermediate	
smoky	adj.	intermediate	
smooth	adj./verb	intermediate	
smother	verb	high-intermediate	
smuggle	verb	high-intermediate	
snack	noun/verb	elementary	
snail	noun	elementary	
snake	noun	elementary	
snap	verb/adj./noun	intermediate	
snare	noun/verb	high-intermediate	
snarl	verb/noun	high-intermediate	
snatch	verb/noun	high-intermediate	
sneak	verb	intermediate	
sneakers	noun	elementary	
sneaky	adj.	elementary	
sneer	noun/verb	high-intermediate	
sneeze	verb/noun	intermediate	
sniff	verb/noun	high-intermediate	
snore	noun/verb	high-intermediate	
snorkel	verb/noun	high-intermediate	
snort	noun/verb	high-intermediate	
snow	noun/verb	elementary	
snowman	noun	intermediate	
snowy	adj.	elementary	
so 	adv.	elementary	如此,這般
so 	conj.	elementary	所以, ...也
soak	verb/noun	high-intermediate	
soap	noun/verb	elementary	
soar	verb	high-intermediate	
sob	verb/noun	intermediate	
sober	adj./verb	high-intermediate	
so-called	adj.	high-intermediate	
soccer	noun	elementary	
sociable	adj.	intermediate	
social	adj.	elementary	
socialism	noun	high-intermediate	
socialist	adj./noun	high-intermediate	
socialize	verb	high-intermediate	= socialise
society	noun	elementary	
sociology	noun	high-intermediate	
socket	noun	intermediate	
socks	noun	elementary	
soda	noun	elementary	
sodium	noun/adj.	high-intermediate	
sofa	noun	elementary	
soft	adj.	elementary	
softball	noun	intermediate	
soften	verb	high-intermediate	
software	noun	intermediate	
soil	noun/verb	intermediate	
solar	adj.	intermediate	
soldier	noun	elementary	
sole	adj./noun/verb	high-intermediate	
solely	adv.	high-intermediate	
solemn	adj.	high-intermediate	
solicitor	noun	high-intermediate	
solid	adj./noun	intermediate	
solidarity	noun	high-intermediate	
solitary	adj./noun	high-intermediate	
solitude	noun	high-intermediate	
solo	noun/adj./adv.	high-intermediate	
soluble	adj.	high-intermediate	
solution	noun	elementary	
solve	verb	elementary	
some	pron./determiner	elementary	
somebody	pron.	elementary	= someone
someday	adv.	high-intermediate	
somehow	adv.	intermediate	
someone	pron.	elementary	= somebody
something	pron.	elementary	
sometime	adv./adj.	intermediate	
sometimes	adv.	elementary	
somewhat	adv.	intermediate	
somewhere	adv.	elementary	
son	noun	elementary	
song	noun	elementary	
soon	adv.	elementary	
soothe	verb	high-intermediate	
sophisticated	adj.	high-intermediate	
sophomore	noun	high-intermediate	
sore	adj./noun	elementary	
sorrow	noun	intermediate	
sorrowful	adj.	high-intermediate	
sorry	adj	elementary	
sort	noun	elementary	
sort	verb	elementary	
soul	noun	elementary	
sound	adj.	intermediate	健康的,狀況良好的
sound 	noun/verb	elementary	聲音,聽起來
soundtrack	noun	high-intermediate	
soup	noun	elementary	
sour	adj.	elementary	
source	noun	elementary	
south	noun/adv./adj.	elementary	
south-east	noun/adv./adj.	intermediate	
southern	adj.	elementary	
south-west	noun/adv./adj.	intermediate	
souvenir	noun	intermediate	
sovereign	adj./noun	high-intermediate	
sovereignty	noun	high-intermediate	
sow	verb/noun	intermediate	
soybean	noun	intermediate	soya bean/soy
soy-sauce	noun	elementary	
space	noun	elementary	
spacecraft	noun	intermediate	
spacious	adj.	high-intermediate	
spade	noun	intermediate	
spaghetti	noun	elementary	
span	noun/verb	high-intermediate	
spare	adj./verb/noun	intermediate	
spark	noun/verb	intermediate	
sparkle	verb/noun	intermediate	
sparrow	noun	intermediate	
spatial	adj.	high-intermediate	
speak	verb	elementary	
speaker	noun	elementary	
spear	noun/verb	intermediate	
special	adj./noun	elementary	
specialist	noun	high-intermediate	
specialize	verb	high-intermediate	= specialise (British English)
specialized	adj.	intermediate	
specially	adv.	high-intermediate	= especially
specialty	noun	high-intermediate	= speciality (British English)
species	noun	intermediate	
specific	adj.	intermediate	
specifically	adv.	high-intermediate	
specification	noun	high-intermediate	
specify	verb	high-intermediate	
specimen	noun	high-intermediate	
spectacle	noun	high-intermediate	
spectacular	adj./noun	high-intermediate	
spectator	noun	intermediate	
spectrum	noun	high-intermediate	
speculate	verb	high-intermediate	
speculation	noun	high-intermediate	
speech	noun	elementary	
speed	noun/verb	elementary	
spell	noun	intermediate	咒語
spell 	verb	elementary	拼字
spelling	noun	elementary	
spend	verb	elementary	
sperm	noun	high-intermediate	
sphere	noun	high-intermediate	
spice	noun/verb	intermediate	
spicy	adj.	intermediate	
spider	noun	elementary	
spike	noun/verb	high-intermediate	
spill	verb/noun	intermediate	
spin	verb/noun	intermediate	
spinach	noun	intermediate	
spine	noun	high-intermediate	
spiral	noun/adj./verb	high-intermediate	
spire	noun	high-intermediate	
spirit	noun	elementary	
spiritual	adj.	intermediate	
spit	verb/noun	intermediate	
spite	noun	intermediate	
splash	verb/noun	intermediate	
splendid	adj.	intermediate	
splendor	noun	high-intermediate	= splendour (British English)
split	verb/noun/adj.	intermediate	
spoil	verb/noun	intermediate	
spokesman	noun	intermediate	
sponge	noun/verb	high-intermediate	
sponsor	verb/noun	intermediate	
sponsorship	noun	high-intermediate	
spontaneous	adj.	high-intermediate	
spoon	noun	elementary	
sport	noun	elementary	
sporting	adj.	high-intermediate	
sportsman	noun	intermediate	
sportsmanship	noun	intermediate	
spot	noun/verb	elementary	
spotlight	noun/verb	high-intermediate	
spouse	noun	high-intermediate	
sprain	verb/noun	high-intermediate	
sprawl	verb/noun	high-intermediate	
spray	noun/verb	intermediate	
spread	verb/noun	elementary	
spring	verb	high-intermediate	跳躍，反彈
spring 	noun	elementary	春天,泉水
sprinkle	verb/noun	intermediate	
sprint	noun/verb	high-intermediate	
spur	verb/noun	high-intermediate	
spy	noun/adj./verb	intermediate	
squad	noun	high-intermediate	
square	noun/adj.	elementary	
squash	verb/noun	high-intermediate	
squat	verb/adj./noun	high-intermediate	
squeeze	verb/noun	intermediate	
squirrel	noun	intermediate	
stab	verb/noun	intermediate	
stability	noun	high-intermediate	
stabilize	verb	high-intermediate	
stable	adj.	intermediate	穩定的
stable	noun	intermediate	馬房
stack	noun/verb	high-intermediate	
stadium	noun	intermediate	
staff	noun/verb	intermediate	
stage	noun	elementary	
stagger	verb/noun	high-intermediate	
staggering	adj.	high-intermediate	
stain	noun/verb	high-intermediate	
stainless	adj.	high-intermediate	
staircase	noun	intermediate	
stairs	noun	elementary	
stake	noun/verb	intermediate	
stale	adj./verb	high-intermediate	
stalk	noun/verb	high-intermediate	
stall	noun	high-intermediate	
stall	verb	high-intermediate	
stammer	verb/noun	high-intermediate	
stamp	noun/verb	elementary	
stance	noun	high-intermediate	
stand	verb/noun	elementary	
standard	noun/adj.	elementary	
standpoint	noun	high-intermediate	
stand-up	adj.	high-intermediate	
stanza	noun	high-intermediate	
staple	noun/verb	high-intermediate	
staple	adj.	high-intermediate	
stapler	noun	high-intermediate	
star	noun/verb	elementary	
starch	noun/verb	high-intermediate	
stare	verb/noun	intermediate	
stark	adj./adv.	high-intermediate	
start	verb/noun	elementary	
starter	noun	high-intermediate	
startle	verb	high-intermediate	
startling	adj.	high-intermediate	
starvation	noun	intermediate	
starve	verb	intermediate	
state	noun/verb/adj.	intermediate	
state 	verb	intermediate	陳述，宣佈
state 	noun	elementary	州,國家
statement	noun	intermediate	
statesman	noun	high-intermediate	
static	noun	high-intermediate	
static	adj.	high-intermediate	
station	noun	elementary	
stationary	adj.	high-intermediate	
stationery	noun	elementary	
statistic	noun	high-intermediate	
statistical	adj.	high-intermediate	
statistician	noun	high-intermediate	
statistics	noun	high-intermediate	
statue	noun	intermediate	
stature	noun	high-intermediate	
status	noun	intermediate	
statutory	adj.	high-intermediate	
stay	verb/noun	elementary	
steady	adj./verb	intermediate	
steak	noun	elementary	
steal	verb	elementary	
steam	noun/verb	elementary	
steamer	noun	high-intermediate	
steel	noun/verb	intermediate	
steep	verb	high-intermediate	浸泡
steep	adj.	intermediate	陡峭的
steer	verb/noun	intermediate	
stem	verb/noun	intermediate	
step	noun/verb	elementary	
stepchild	noun	high-intermediate	
stepfather	noun	intermediate	
stepmother	noun	intermediate	
stereo	adj./noun	intermediate	
stereotype	noun/verb	high-intermediate	
sterling	noun	high-intermediate	
sterling	adj.	high-intermediate	
stern	noun	high-intermediate	
stern	adj.	high-intermediate	
stew	verb/noun	high-intermediate	
steward	noun	high-intermediate	= stewardess/attendant
stick	verb	high-intermediate	
stick 	noun	elementary	棍子
sticky	adj.	intermediate	
stiff	adj./adv.	intermediate	
still	adj./verb/noun	high-intermediate	靜止；蒸餾器；電影之靜態畫面
still 	adv.	elementary	仍然,更加
stimulate	verb	intermediate	
stimulating	adj.	high-intermediate	
stimulation	noun	high-intermediate	
stimulus	noun	high-intermediate	
sting	verb/noun	intermediate	
stingy	adj.	elementary	
stink	verb/noun	high-intermediate	
stir	verb/noun	intermediate	
stitch	noun/verb	intermediate	
stock	noun/verb/adj.	intermediate	
stocking	noun	intermediate	
stomach	noun	elementary	= tummy
stomachache	noun	elementary	
stone	noun	elementary	
stool	noun	intermediate	
stoop	verb/noun	high-intermediate	
stop	verb/noun	elementary	
storage	noun	high-intermediate	
store 	noun	elementary	商店
store 	verb	elementary	貯存
storey	noun	intermediate	= story (American English) 樓層
storm	noun	elementary	
stormy	adj.	elementary	
story 	noun	elementary	故事,樓層（=floor）
storyteller	noun	intermediate	
stout	adj.	high-intermediate	
stove	noun	elementary	
straight	adv./adj.	elementary	
straighten	verb	high-intermediate	
straightforward	adj.	high-intermediate	
strain	noun/verb	high-intermediate	
strained	adj.	high-intermediate	
strait	noun	high-intermediate	
strange	adj.	elementary	
stranger	noun	elementary	
strangle	verb	high-intermediate	
strap	noun/verb	high-intermediate	
strategic	adj.	high-intermediate	
strategy	noun	intermediate	
straw	noun	elementary	
strawberry	noun	elementary	
stray	verb/adj./noun	high-intermediate	
streak	noun	high-intermediate	
streak	verb	high-intermediate	
stream	noun	elementary	
street	noun	elementary	
strength	noun	intermediate	
strengthen	verb	intermediate	
stress	verb/noun	elementary	
stretch	verb/noun/adj.	intermediate	
strict	adj.	intermediate	
stride	verb/noun	high-intermediate	
strike 	verb/noun	elementary	敲打;罷工
striker	noun	high-intermediate	
striking	adj.	high-intermediate	
string	noun/verb	intermediate	
strip	noun/verb	intermediate	
stripe	noun	high-intermediate	
strive	verb	intermediate	
stroke	noun/verb	intermediate	
stroll	verb/noun	high-intermediate	
strong	adj.	elementary	
structural	adj.	high-intermediate	
structure	noun/verb	intermediate	
struggle	noun/verb	elementary	
stubborn	adj.	intermediate	
stuck	adj.	high-intermediate	
student	noun	elementary	
studio	noun	intermediate	
study	noun/verb	elementary	
stuff	noun/verb	intermediate	
stumble	verb/noun	high-intermediate	
stump	noun	high-intermediate	
stump	verb	high-intermediate	
